// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 2.33s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 3.79s and exited with 0
// ***** Done, took 00:00:06 (6.38 sec)   *****
// Found 6 benchmarks:
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UTNKKR(InvocationCount=1, UnrollFactor=1)

WorkloadActual   7: 1 op, 2755300.00 ns, 2.7553 ms/op
WorkloadActual   8: 1 op, 2762100.00 ns, 2.7621 ms/op
WorkloadActual   9: 1 op, 2974900.00 ns, 2.9749 ms/op
WorkloadActual  10: 1 op, 2799100.00 ns, 2.7991 ms/op
WorkloadActual  11: 1 op, 2745200.00 ns, 2.7452 ms/op
WorkloadActual  12: 1 op, 2917600.00 ns, 2.9176 ms/op
WorkloadActual  13: 1 op, 2786500.00 ns, 2.7865 ms/op
WorkloadActual  14: 1 op, 2786700.00 ns, 2.7867 ms/op
WorkloadActual  15: 1 op, 2978700.00 ns, 2.9787 ms/op
WorkloadActual  16: 1 op, 2774700.00 ns, 2.7747 ms/op
WorkloadActual  17: 1 op, 2756300.00 ns, 2.7563 ms/op
WorkloadActual  18: 1 op, 2770200.00 ns, 2.7702 ms/op
WorkloadActual  19: 1 op, 3056600.00 ns, 3.0566 ms/op
WorkloadActual  20: 1 op, 2744600.00 ns, 2.7446 ms/op
WorkloadActual  21: 1 op, 2838700.00 ns, 2.8387 ms/op
WorkloadActual  22: 1 op, 2890900.00 ns, 2.8909 ms/op
WorkloadActual  23: 1 op, 2750400.00 ns, 2.7504 ms/op
WorkloadActual  24: 1 op, 2865800.00 ns, 2.8658 ms/op
WorkloadActual  25: 1 op, 2799900.00 ns, 2.7999 ms/op
WorkloadActual  26: 1 op, 2743400.00 ns, 2.7434 ms/op
WorkloadActual  27: 1 op, 2915800.00 ns, 2.9158 ms/op
WorkloadActual  28: 1 op, 2796300.00 ns, 2.7963 ms/op
WorkloadActual  29: 1 op, 2766600.00 ns, 2.7666 ms/op
WorkloadActual  30: 1 op, 2902100.00 ns, 2.9021 ms/op
WorkloadActual  31: 1 op, 3002600.00 ns, 3.0026 ms/op
WorkloadActual  32: 1 op, 2816800.00 ns, 2.8168 ms/op
WorkloadActual  33: 1 op, 2850600.00 ns, 2.8506 ms/op
WorkloadActual  34: 1 op, 2769300.00 ns, 2.7693 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 2755600.00 ns, 2.7556 ms/op
WorkloadResult   2: 1 op, 3001100.00 ns, 3.0011 ms/op
WorkloadResult   3: 1 op, 2766500.00 ns, 2.7665 ms/op
WorkloadResult   4: 1 op, 2905300.00 ns, 2.9053 ms/op
WorkloadResult   5: 1 op, 2775900.00 ns, 2.7759 ms/op
WorkloadResult   6: 1 op, 2953400.00 ns, 2.9534 ms/op
WorkloadResult   7: 1 op, 2755100.00 ns, 2.7551 ms/op
WorkloadResult   8: 1 op, 2761900.00 ns, 2.7619 ms/op
WorkloadResult   9: 1 op, 2974700.00 ns, 2.9747 ms/op
WorkloadResult  10: 1 op, 2798900.00 ns, 2.7989 ms/op
WorkloadResult  11: 1 op, 2745000.00 ns, 2.7450 ms/op
WorkloadResult  12: 1 op, 2917400.00 ns, 2.9174 ms/op
WorkloadResult  13: 1 op, 2786300.00 ns, 2.7863 ms/op
WorkloadResult  14: 1 op, 2786500.00 ns, 2.7865 ms/op
WorkloadResult  15: 1 op, 2978500.00 ns, 2.9785 ms/op
WorkloadResult  16: 1 op, 2774500.00 ns, 2.7745 ms/op
WorkloadResult  17: 1 op, 2756100.00 ns, 2.7561 ms/op
WorkloadResult  18: 1 op, 2770000.00 ns, 2.7700 ms/op
WorkloadResult  19: 1 op, 3056400.00 ns, 3.0564 ms/op
WorkloadResult  20: 1 op, 2744400.00 ns, 2.7444 ms/op
WorkloadResult  21: 1 op, 2838500.00 ns, 2.8385 ms/op
WorkloadResult  22: 1 op, 2890700.00 ns, 2.8907 ms/op
WorkloadResult  23: 1 op, 2750200.00 ns, 2.7502 ms/op
WorkloadResult  24: 1 op, 2865600.00 ns, 2.8656 ms/op
WorkloadResult  25: 1 op, 2799700.00 ns, 2.7997 ms/op
WorkloadResult  26: 1 op, 2743200.00 ns, 2.7432 ms/op
WorkloadResult  27: 1 op, 2915600.00 ns, 2.9156 ms/op
WorkloadResult  28: 1 op, 2796100.00 ns, 2.7961 ms/op
WorkloadResult  29: 1 op, 2766400.00 ns, 2.7664 ms/op
WorkloadResult  30: 1 op, 2901900.00 ns, 2.9019 ms/op
WorkloadResult  31: 1 op, 3002400.00 ns, 3.0024 ms/op
WorkloadResult  32: 1 op, 2816600.00 ns, 2.8166 ms/op
WorkloadResult  33: 1 op, 2850400.00 ns, 2.8504 ms/op
WorkloadResult  34: 1 op, 2769100.00 ns, 2.7691 ms/op

// AfterAll
// Benchmark Process 15684 has exited with code 0

Mean = 2.837 ms, StdErr = 0.016 ms (0.55%), N = 34, StdDev = 0.091 ms
Min = 2.743 ms, Q1 = 2.766 ms, Median = 2.798 ms, Q3 = 2.904 ms, Max = 3.056 ms
IQR = 0.138 ms, LowerFence = 2.559 ms, UpperFence = 3.111 ms
ConfidenceInterval = [2.781 ms; 2.894 ms] (CI 99.9%), Margin = 0.057 ms (2.00% of Mean)
Skewness = 0.8, Kurtosis = 2.28, MValue = 2

// **************************
// Benchmark: OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.OptimizedReflectionObjectMapperBenchMark.As(Rows: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 14 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-GJNFWV(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 470300.00 ns, 470.3000 us/op
WorkloadJitting  1: 1 op, 154118600.00 ns, 154.1186 ms/op

OverheadWarmup   1: 1 op, 3400.00 ns, 3.4000 us/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 800.00 ns, 800.0000 ns/op
OverheadActual   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 1059900.00 ns, 1.0599 ms/op
WorkloadWarmup   2: 1 op, 927500.00 ns, 927.5000 us/op
WorkloadWarmup   3: 1 op, 943000.00 ns, 943.0000 us/op
WorkloadWarmup   4: 1 op, 932800.00 ns, 932.8000 us/op
WorkloadWarmup   5: 1 op, 1016100.00 ns, 1.0161 ms/op
WorkloadWarmup   6: 1 op, 1099600.00 ns, 1.0996 ms/op
WorkloadWarmup   7: 1 op, 948900.00 ns, 948.9000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 973400.00 ns, 973.4000 us/op
WorkloadActual   2: 1 op, 922600.00 ns, 922.6000 us/op
WorkloadActual   3: 1 op, 915600.00 ns, 915.6000 us/op
WorkloadActual   4: 1 op, 939200.00 ns, 939.2000 us/op
WorkloadActual   5: 1 op, 1275600.00 ns, 1.2756 ms/op
WorkloadActual   6: 1 op, 951300.00 ns, 951.3000 us/op
WorkloadActual   7: 1 op, 923300.00 ns, 923.3000 us/op
WorkloadActual   8: 1 op, 919700.00 ns, 919.7000 us/op
WorkloadActual   9: 1 op, 963700.00 ns, 963.7000 us/op
WorkloadActual  10: 1 op, 936600.00 ns, 936.6000 us/op
WorkloadActual  11: 1 op, 953100.00 ns, 953.1000 us/op
WorkloadActual  12: 1 op, 1028500.00 ns, 1.0285 ms/op
WorkloadActual  13: 1 op, 959900.00 ns, 959.9000 us/op
WorkloadActual  14: 1 op, 944600.00 ns, 944.6000 us/op
WorkloadActual  15: 1 op, 926000.00 ns, 926.0000 us/op
WorkloadActual  16: 1 op, 936700.00 ns, 936.7000 us/op
WorkloadActual  17: 1 op, 947500.00 ns, 947.5000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 973200.00 ns, 973.2000 us/op
WorkloadResult   2: 1 op, 922400.00 ns, 922.4000 us/op
WorkloadResult   3: 1 op, 915400.00 ns, 915.4000 us/op
WorkloadResult   4: 1 op, 939000.00 ns, 939.0000 us/op
WorkloadResult   5: 1 op, 951100.00 ns, 951.1000 us/op
WorkloadResult   6: 1 op, 923100.00 ns, 923.1000 us/op
WorkloadResult   7: 1 op, 919500.00 ns, 919.5000 us/op
WorkloadResult   8: 1 op, 963500.00 ns, 963.5000 us/op
WorkloadResult   9: 1 op, 936400.00 ns, 936.4000 us/op
WorkloadResult  10: 1 op, 952900.00 ns, 952.9000 us/op
WorkloadResult  11: 1 op, 959700.00 ns, 959.7000 us/op
WorkloadResult  12: 1 op, 944400.00 ns, 944.4000 us/op
WorkloadResult  13: 1 op, 925800.00 ns, 925.8000 us/op
WorkloadResult  14: 1 op, 936500.00 ns, 936.5000 us/op
WorkloadResult  15: 1 op, 947300.00 ns, 947.3000 us/op

// AfterAll
// Benchmark Process 8272 has exited with code 0

Mean = 940.680 μs, StdErr = 4.497 μs (0.48%), N = 15, StdDev = 17.416 μs
Min = 915.400 μs, Q1 = 924.450 μs, Median = 939.000 μs, Q3 = 952.000 μs, Max = 973.200 μs
IQR = 27.550 μs, LowerFence = 883.125 μs, UpperFence = 993.325 μs
ConfidenceInterval = [922.061 μs; 959.299 μs] (CI 99.9%), Margin = 18.619 μs (1.98% of Mean)
Skewness = 0.2, Kurtosis = 1.76, MValue = 2

// **************************
// Benchmark: OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.OptimizedReflectionObjectMapperBenchMark.AsArray(Rows: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 15 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-ZFWRXJ(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 337600.00 ns, 337.6000 us/op
WorkloadJitting  1: 1 op, 182391400.00 ns, 182.3914 ms/op

OverheadWarmup   1: 1 op, 3300.00 ns, 3.3000 us/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 21227200.00 ns, 21.2272 ms/op
WorkloadWarmup   2: 1 op, 20881400.00 ns, 20.8814 ms/op
WorkloadWarmup   3: 1 op, 21052700.00 ns, 21.0527 ms/op
WorkloadWarmup   4: 1 op, 21119900.00 ns, 21.1199 ms/op
WorkloadWarmup   5: 1 op, 20836300.00 ns, 20.8363 ms/op
WorkloadWarmup   6: 1 op, 21026600.00 ns, 21.0266 ms/op
WorkloadWarmup   7: 1 op, 20960700.00 ns, 20.9607 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 20972700.00 ns, 20.9727 ms/op
WorkloadActual   2: 1 op, 21116700.00 ns, 21.1167 ms/op
WorkloadActual   3: 1 op, 20994300.00 ns, 20.9943 ms/op
WorkloadActual   4: 1 op, 21025400.00 ns, 21.0254 ms/op
WorkloadActual   5: 1 op, 21186200.00 ns, 21.1862 ms/op
WorkloadActual   6: 1 op, 22237500.00 ns, 22.2375 ms/op
WorkloadActual   7: 1 op, 21086700.00 ns, 21.0867 ms/op
WorkloadActual   8: 1 op, 20968500.00 ns, 20.9685 ms/op
WorkloadActual   9: 1 op, 20882800.00 ns, 20.8828 ms/op
WorkloadActual  10: 1 op, 21020100.00 ns, 21.0201 ms/op
WorkloadActual  11: 1 op, 20959600.00 ns, 20.9596 ms/op
WorkloadActual  12: 1 op, 21088900.00 ns, 21.0889 ms/op
WorkloadActual  13: 1 op, 20978700.00 ns, 20.9787 ms/op
WorkloadActual  14: 1 op, 20942100.00 ns, 20.9421 ms/op
WorkloadActual  15: 1 op, 21021800.00 ns, 21.0218 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 20972500.00 ns, 20.9725 ms/op
WorkloadResult   2: 1 op, 21116500.00 ns, 21.1165 ms/op
WorkloadResult   3: 1 op, 20994100.00 ns, 20.9941 ms/op
WorkloadResult   4: 1 op, 21025200.00 ns, 21.0252 ms/op
WorkloadResult   5: 1 op, 21186000.00 ns, 21.1860 ms/op
WorkloadResult   6: 1 op, 21086500.00 ns, 21.0865 ms/op
WorkloadResult   7: 1 op, 20968300.00 ns, 20.9683 ms/op
WorkloadResult   8: 1 op, 20882600.00 ns, 20.8826 ms/op
WorkloadResult   9: 1 op, 21019900.00 ns, 21.0199 ms/op
WorkloadResult  10: 1 op, 20959400.00 ns, 20.9594 ms/op
WorkloadResult  11: 1 op, 21088700.00 ns, 21.0887 ms/op
WorkloadResult  12: 1 op, 20978500.00 ns, 20.9785 ms/op
WorkloadResult  13: 1 op, 20941900.00 ns, 20.9419 ms/op
WorkloadResult  14: 1 op, 21021600.00 ns, 21.0216 ms/op

// AfterAll
// Benchmark Process 2528 has exited with code 0

Mean = 21.017 ms, StdErr = 0.021 ms (0.10%), N = 14, StdDev = 0.079 ms
Min = 20.883 ms, Q1 = 20.969 ms, Median = 21.007 ms, Q3 = 21.071 ms, Max = 21.186 ms
IQR = 0.102 ms, LowerFence = 20.817 ms, UpperFence = 21.224 ms
ConfidenceInterval = [20.928 ms; 21.107 ms] (CI 99.9%), Margin = 0.090 ms (0.43% of Mean)
Skewness = 0.45, Kurtosis = 2.41, MValue = 2

// **************************
// Benchmark: OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.OptimizedReflectionObjectMapperBenchMark.As(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 16 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-NHJVWR(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 493600.00 ns, 493.6000 us/op
WorkloadJitting  1: 1 op, 154208100.00 ns, 154.2081 ms/op

OverheadWarmup   1: 1 op, 3100.00 ns, 3.1000 us/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   8: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   9: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  10: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  18: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 300.00 ns, 300.0000 ns/op

WorkloadWarmup   1: 1 op, 1019600.00 ns, 1.0196 ms/op
WorkloadWarmup   2: 1 op, 1069900.00 ns, 1.0699 ms/op
WorkloadWarmup   3: 1 op, 1043800.00 ns, 1.0438 ms/op
WorkloadWarmup   4: 1 op, 1116600.00 ns, 1.1166 ms/op
WorkloadWarmup   5: 1 op, 1108600.00 ns, 1.1086 ms/op
WorkloadWarmup   6: 1 op, 1005800.00 ns, 1.0058 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 1094300.00 ns, 1.0943 ms/op
WorkloadActual   2: 1 op, 1110100.00 ns, 1.1101 ms/op
WorkloadActual   3: 1 op, 1128000.00 ns, 1.1280 ms/op
WorkloadActual   4: 1 op, 1110400.00 ns, 1.1104 ms/op
WorkloadActual   5: 1 op, 1117300.00 ns, 1.1173 ms/op
WorkloadActual   6: 1 op, 1120600.00 ns, 1.1206 ms/op
WorkloadActual   7: 1 op, 1329100.00 ns, 1.3291 ms/op
WorkloadActual   8: 1 op, 1277300.00 ns, 1.2773 ms/op
WorkloadActual   9: 1 op, 1110800.00 ns, 1.1108 ms/op
WorkloadActual  10: 1 op, 1072500.00 ns, 1.0725 ms/op
WorkloadActual  11: 1 op, 1104300.00 ns, 1.1043 ms/op
WorkloadActual  12: 1 op, 1085500.00 ns, 1.0855 ms/op
WorkloadActual  13: 1 op, 1097200.00 ns, 1.0972 ms/op
WorkloadActual  14: 1 op, 1103500.00 ns, 1.1035 ms/op
WorkloadActual  15: 1 op, 1005600.00 ns, 1.0056 ms/op
WorkloadActual  16: 1 op, 995600.00 ns, 995.6000 us/op
WorkloadActual  17: 1 op, 971600.00 ns, 971.6000 us/op
WorkloadActual  18: 1 op, 971400.00 ns, 971.4000 us/op
WorkloadActual  19: 1 op, 1319500.00 ns, 1.3195 ms/op
WorkloadActual  20: 1 op, 1125200.00 ns, 1.1252 ms/op
WorkloadActual  21: 1 op, 1075700.00 ns, 1.0757 ms/op
WorkloadActual  22: 1 op, 1337400.00 ns, 1.3374 ms/op
WorkloadActual  23: 1 op, 1109200.00 ns, 1.1092 ms/op
WorkloadActual  24: 1 op, 1089000.00 ns, 1.0890 ms/op
WorkloadActual  25: 1 op, 1123100.00 ns, 1.1231 ms/op
WorkloadActual  26: 1 op, 1087600.00 ns, 1.0876 ms/op
WorkloadActual  27: 1 op, 1110400.00 ns, 1.1104 ms/op
WorkloadActual  28: 1 op, 1388000.00 ns, 1.3880 ms/op
WorkloadActual  29: 1 op, 1104200.00 ns, 1.1042 ms/op
WorkloadActual  30: 1 op, 1114100.00 ns, 1.1141 ms/op
WorkloadActual  31: 1 op, 1130000.00 ns, 1.1300 ms/op
WorkloadActual  32: 1 op, 1122900.00 ns, 1.1229 ms/op
WorkloadActual  33: 1 op, 1142000.00 ns, 1.1420 ms/op
WorkloadActual  34: 1 op, 1129100.00 ns, 1.1291 ms/op
WorkloadActual  35: 1 op, 1144600.00 ns, 1.1446 ms/op
WorkloadActual  36: 1 op, 1120300.00 ns, 1.1203 ms/op
WorkloadActual  37: 1 op, 1128600.00 ns, 1.1286 ms/op
WorkloadActual  38: 1 op, 1105000.00 ns, 1.1050 ms/op
WorkloadActual  39: 1 op, 1124100.00 ns, 1.1241 ms/op
WorkloadActual  40: 1 op, 1114400.00 ns, 1.1144 ms/op
WorkloadActual  41: 1 op, 1105700.00 ns, 1.1057 ms/op
WorkloadActual  42: 1 op, 1212800.00 ns, 1.2128 ms/op
WorkloadActual  43: 1 op, 1124300.00 ns, 1.1243 ms/op
WorkloadActual  44: 1 op, 1136800.00 ns, 1.1368 ms/op
WorkloadActual  45: 1 op, 1123800.00 ns, 1.1238 ms/op
WorkloadActual  46: 1 op, 2043700.00 ns, 2.0437 ms/op
WorkloadActual  47: 1 op, 1123700.00 ns, 1.1237 ms/op
WorkloadActual  48: 1 op, 1144400.00 ns, 1.1444 ms/op
WorkloadActual  49: 1 op, 1144900.00 ns, 1.1449 ms/op
WorkloadActual  50: 1 op, 1155700.00 ns, 1.1557 ms/op
WorkloadActual  51: 1 op, 1149300.00 ns, 1.1493 ms/op
WorkloadActual  52: 1 op, 1170900.00 ns, 1.1709 ms/op
WorkloadActual  53: 1 op, 1197800.00 ns, 1.1978 ms/op
WorkloadActual  54: 1 op, 1164900.00 ns, 1.1649 ms/op
WorkloadActual  55: 1 op, 1161400.00 ns, 1.1614 ms/op
WorkloadActual  56: 1 op, 1164000.00 ns, 1.1640 ms/op
WorkloadActual  57: 1 op, 1164300.00 ns, 1.1643 ms/op
WorkloadActual  58: 1 op, 1156200.00 ns, 1.1562 ms/op
WorkloadActual  59: 1 op, 1359300.00 ns, 1.3593 ms/op
WorkloadActual  60: 1 op, 1162000.00 ns, 1.1620 ms/op
WorkloadActual  61: 1 op, 1183100.00 ns, 1.1831 ms/op
WorkloadActual  62: 1 op, 1051700.00 ns, 1.0517 ms/op
WorkloadActual  63: 1 op, 1036100.00 ns, 1.0361 ms/op
WorkloadActual  64: 1 op, 1036300.00 ns, 1.0363 ms/op
WorkloadActual  65: 1 op, 1038900.00 ns, 1.0389 ms/op
WorkloadActual  66: 1 op, 1011700.00 ns, 1.0117 ms/op
WorkloadActual  67: 1 op, 1063300.00 ns, 1.0633 ms/op
WorkloadActual  68: 1 op, 1227100.00 ns, 1.2271 ms/op
WorkloadActual  69: 1 op, 1171300.00 ns, 1.1713 ms/op
WorkloadActual  70: 1 op, 1124200.00 ns, 1.1242 ms/op
